"row","col","rowf","colf","meanabsdiff"
32,1,63,138,0.43682761150713
33,1,62,151,0.404950313002235
34,1,62,148,0.393359232281723
35,1,76,98,0.446891679064766
36,1,75,96,0.416291003368704
37,1,63,148,0.403058715640562
38,1,81,101,0.420211843670351
39,1,81,100,0.400564899244858
40,1,73,105,0.414683719372042
41,1,75,99,0.394743736793025
42,1,73,106,0.424516869922791
43,1,72,105,0.418663034222721
44,1,63,145,0.368240616084393
45,1,75,102,0.39454681644473
46,1,77,108,0.454465749917022
47,1,74,111,0.497465515885678
32,2,63,138,0.447151108603619
33,2,62,151,0.417074746403187
34,2,62,144,0.41189063781219
35,2,74,95,0.466294932823115
36,2,76,96,0.419685842770348
37,2,77,103,0.40511030684799
38,2,77,102,0.399347704160068
39,2,75,102,0.386181053441232
40,2,75,101,0.394462178764543
41,2,75,99,0.358363135988592
42,2,75,100,0.371061956362366
43,2,73,101,0.363825129796905
44,2,63,145,0.343801804237965
45,2,75,102,0.374461382305019
46,2,77,108,0.467740015792181
47,2,74,111,0.521307274933261
32,3,61,149,0.456000041628799
33,3,62,152,0.511689016997918
34,3,62,145,0.448136737084514
35,3,62,142,0.475935287708595
36,3,76,96,0.49204921231428
37,3,78,101,0.46735272149557
38,3,78,102,0.432538009480448
39,3,80,102,0.439572610072857
40,3,76,102,0.416729267646297
41,3,75,101,0.380489849919424
42,3,74,100,0.362684653483552
43,3,75,100,0.346934421898807
44,3,75,102,0.335599897377986
45,3,75,98,0.368180494574768
46,3,74,100,0.380626321296625
47,3,74,111,0.541246996208843
48,3,73,113,0.597143885810546
32,4,61,150,0.513215678233335
33,4,63,138,0.520373307805619
34,4,62,140,0.539978588313957
35,4,62,141,0.519865827327415
36,4,63,139,0.530127040919625
37,4,76,96,0.526371037065463
38,4,78,102,0.51259320460481
39,4,77,102,0.484354477611096
40,4,77,101,0.457159988293473
41,4,75,101,0.464994389931777
42,4,76,101,0.404591086189576
43,4,74,100,0.378838808665517
44,4,74,100,0.349343697396456
45,4,76,102,0.366120881268699
46,4,75,101,0.374897871716484
47,4,73,107,0.471050246889471
48,4,73,111,0.58704196121056
32,5,61,157,0.544268095139642
33,5,88,291,0.503064028255602
34,5,88,290,0.525351892258276
35,5,62,141,0.587587065804899
36,5,62,142,0.555145672187339
37,5,84,259,0.559965582626236
38,5,78,101,0.558218433719655
39,5,79,102,0.542609862049629
40,5,77,101,0.532137005158536
41,5,76,102,0.504277101736418
42,5,75,101,0.468024387159897
43,5,74,100,0.437299894412775
44,5,74,99,0.421741418522274
45,5,76,101,0.387533768226131
46,5,75,100,0.38520741978657
47,5,87,100,0.467500321403224
48,5,87,102,0.521137956382925
32,6,55,237,0.48703805197804
33,6,88,291,0.522887176160829
34,6,89,291,0.509987034722773
35,6,62,153,0.623109569932362
36,6,83,259,0.595967979331291
37,6,83,259,0.553152028677975
38,6,85,259,0.568973308832858
39,6,78,102,0.579850797253754
40,6,77,102,0.561823179750958
41,6,77,101,0.526024607796527
42,6,78,96,0.517937018109866
43,6,76,101,0.466797567038012
44,6,74,99,0.473063515368556
45,6,74,100,0.401158687331914
46,6,76,101,0.385530055214181
47,6,73,107,0.468250006780574
48,6,87,101,0.463072157322216
49,6,122,60,0.52018356647791
32,7,54,243,0.476175633109261
33,7,57,246,0.532041387324974
34,7,89,291,0.518631166521375
35,7,89,290,0.537907632358411
36,7,83,259,0.596010267047982
37,7,83,259,0.558292276072877
38,7,83,260,0.574523608805205
39,7,86,259,0.594749639338016
40,7,79,102,0.578060380659386
41,7,77,101,0.571931492221293
42,7,76,102,0.545140364115983
43,7,76,101,0.517626596287699
44,7,74,100,0.483069621663651
45,7,74,99,0.478783237414002
46,7,74,99,0.442774606791258
47,7,74,99,0.429842423976612
48,7,87,100,0.465450630470928
49,7,87,101,0.454236013602212
50,7,119,61,0.530581484456753
33,8,55,242,0.493101922629391
34,8,89,292,0.504926832475379
35,8,77,260,0.590953722549359
36,8,80,260,0.5840102442064
37,8,83,259,0.556073855105495
38,8,84,259,0.562097975429648
39,8,86,259,0.597202199083764
40,8,86,258,0.594609381391116
41,8,77,96,0.620721852800193
42,8,76,102,0.57867817920332
43,8,77,94,0.582247765110009
44,8,74,100,0.522953704264776
45,8,74,99,0.510920074472877
46,8,74,99,0.468465953514006
47,8,74,99,0.448694343883122
48,8,74,100,0.414453241754369
49,8,86,100,0.479898342245744
50,8,87,101,0.447598098585119
51,8,119,61,0.534204769134522
33,9,57,245,0.491565283680461
34,9,57,247,0.510270753081556
35,9,56,236,0.571261506305315
36,9,80,260,0.577313760271455
37,9,83,259,0.551727081052504
38,9,84,259,0.558051285485739
39,9,86,259,0.590026647008526
40,9,86,258,0.589521289745551
41,9,86,263,0.606240037182447
42,9,77,96,0.578146935175019
43,9,77,94,0.606987949025152
44,9,76,101,0.515996745494024
45,9,74,99,0.533952992207925
46,9,74,99,0.493356252840052
47,9,74,99,0.460011263043469
48,9,76,101,0.413971373506449
49,9,74,99,0.450036898624627
50,9,88,101,0.509085505337407
51,9,74,113,0.574725888786516
33,10,54,243,0.44549752463429
34,10,52,236,0.503192020169935
35,10,56,236,0.557789085298309
36,10,80,260,0.55977773624773
37,10,83,259,0.537183458601201
38,10,84,259,0.544525206068215
39,10,86,259,0.578578697823729
40,10,86,258,0.577809371914955
41,10,86,263,0.597214127419091
42,10,77,96,0.583957585073474
43,10,77,94,0.621407452927834
44,10,76,101,0.534084465616037
45,10,74,99,0.550021522249019
46,10,74,99,0.515401369447691
47,10,74,99,0.482492294195019
48,10,74,100,0.43587777277562
49,10,74,99,0.43766749966207
50,10,88,101,0.472340474037184
51,10,74,113,0.561734349315703
52,10,117,61,0.581834785434796
33,11,56,247,0.421145792157238
34,11,57,242,0.464073544813492
35,11,56,236,0.54353261792847
36,11,80,260,0.538760303493986
37,11,81,259,0.524460796036645
38,11,84,259,0.528478402409046
39,11,84,263,0.564916822506703
40,11,83,258,0.566304235641453
41,11,86,263,0.585734596968113
42,11,87,262,0.598111623411195
43,11,74,225,0.642934651066912
44,11,70,132,0.639691227352016
45,11,70,128,0.637089830668185
46,11,74,99,0.531191211886847
47,11,74,99,0.504152760164484
48,11,74,99,0.485658988985924
49,11,74,100,0.435090775098684
50,11,74,99,0.431263893853099
51,11,88,101,0.476462072102811
52,11,74,113,0.593486638094118
33,12,53,237,0.412531944677676
34,12,55,242,0.446980206754195
35,12,55,236,0.508135145580165
36,12,78,259,0.54346694238939
37,12,81,260,0.522597243523722
38,12,84,259,0.519363186122235
39,12,83,262,0.541622753293102
40,12,83,258,0.551923764646573
41,12,86,263,0.573784082056548
42,12,87,262,0.586112851081302
43,12,74,225,0.628491994764584
44,12,85,256,0.607149634352945
45,12,70,128,0.641901553155656
46,12,70,127,0.649289758708881
47,12,74,99,0.52399666546527
48,12,74,99,0.499520078462664
49,12,74,100,0.438309874875799
50,12,76,101,0.411073215594466
51,12,73,99,0.434031736580281
52,12,88,101,0.503328770825584
53,12,88,101,0.521111064181902
54,12,87,101,0.466163525406603
69,12,68,14,0.706841919268197
33,13,56,239,0.371636100006769
34,13,55,237,0.455957165979382
35,13,52,233,0.505158914612642
36,13,54,235,0.535799594283312
37,13,80,259,0.521715293005499
38,13,84,259,0.514397314331294
39,13,85,258,0.544060418826331
40,13,84,258,0.52515791523519
41,13,75,226,0.594092989800072
42,13,87,257,0.558315335768056
43,13,83,257,0.576851056217107
44,13,74,224,0.611234630132013
45,13,70,128,0.651802883514351
46,13,70,127,0.650353461826451
47,13,70,127,0.651607284579185
48,13,74,99,0.517078351974487
49,13,74,99,0.48317336744871
50,13,74,99,0.452748383027721
51,13,75,106,0.437402996758932
52,13,74,100,0.409860886994873
53,13,78,107,0.457718536533402
54,13,88,101,0.488046943121972
55,13,119,62,0.524618824198192
65,13,65,13,1.07984070461666
66,13,65,13,0.929541204445857
67,13,66,14,0.793768569187344
68,13,67,14,0.778277105644319
69,13,68,14,0.736669892166298
27,14,48,255,0.281295301527253
28,14,50,260,0.234653785507508
29,14,50,255,0.262126747351042
30,14,49,239,0.344755913782702
31,14,52,239,0.334375043189962
32,14,54,240,0.322494486863701
33,14,51,237,0.414805488852722
34,14,51,235,0.460816638756797
35,14,52,236,0.474624478338485
36,14,54,235,0.553771271880385
37,14,55,234,0.539507213729006
38,14,82,261,0.515939236436215
39,14,76,226,0.567927096152181
40,14,85,258,0.511818843362219
41,14,75,226,0.593542080774357
42,14,87,257,0.559109501980154
43,14,83,257,0.577192017670077
44,14,83,256,0.606187326537793
45,14,70,130,0.651052610037839
46,14,70,127,0.668322389745795
47,14,70,127,0.657472733053237
48,14,71,133,0.644881219514377
49,14,74,99,0.501428145846355
50,14,73,98,0.492913809704739
51,14,74,109,0.545359732093611
52,14,74,99,0.427311416446226
53,14,73,99,0.443695635487688
54,14,88,101,0.504728000035045
55,14,73,113,0.585943895359938
64,14,64,14,1.1019457682265
65,14,65,14,1.08267478776436
66,14,66,14,1.06340425517963
67,14,66,14,0.787162361261524
68,14,67,14,0.838205168509359
27,15,48,256,0.260713461098663
28,15,48,255,0.257223130853596
29,15,51,259,0.269765988694436
30,15,49,238,0.36232864111922
31,15,53,240,0.336926880099178
32,15,50,240,0.387412333030767
33,15,53,238,0.346761618276333
34,15,55,240,0.3633269712771
35,15,56,240,0.423611674799761
36,15,53,235,0.489180213119347
37,15,53,233,0.523663957289584
38,15,77,225,0.567279789876355
39,15,85,259,0.509521153168737
40,15,85,258,0.516969918705406
41,15,85,262,0.535333372785159
42,15,75,225,0.593550652026298
43,15,75,224,0.607008654160025
44,15,74,225,0.630591822585926
45,15,83,256,0.620684638780657
46,15,86,256,0.609851948170554
47,15,70,127,0.68009009860573
48,15,70,127,0.659690859014035
49,15,71,133,0.623202853760378
50,15,73,107,0.573800068833649
51,15,86,100,0.52132951976117
52,15,86,100,0.486232948719311
53,15,87,100,0.457748285097185
54,15,87,101,0.431408470962684
55,15,119,61,0.516115542440098
56,15,102,195,0.606396549700859
63,15,61,16,0.968767316678432
64,15,62,18,0.949221106391095
65,15,65,15,1.09383228569963
27,16,47,257,0.231051742344002
28,16,48,256,0.255400013632383
29,16,48,237,0.318705390593976
30,16,48,236,0.338216129730717
31,16,49,237,0.346211375241504
32,16,52,239,0.360184877788417
33,16,54,240,0.337070722230442
34,16,51,237,0.418128090420735
35,16,51,235,0.440664988163254
36,16,52,235,0.487093979983638
37,16,53,234,0.543348687107026
38,16,54,233,0.526796624298495
39,16,84,259,0.498366717393486
40,16,85,258,0.530808403271447
41,16,86,258,0.530953774527105
42,16,75,226,0.598763511401404
43,16,86,262,0.572436771342892
44,16,75,224,0.636196530010896
45,16,83,257,0.602938400055517
46,16,75,223,0.646954960348718
47,16,86,256,0.617414868938985
48,16,70,128,0.655947967682417
49,16,71,129,0.64230437120634
50,16,72,132,0.646329597736112
51,16,88,101,0.523431469799128
52,16,88,101,0.477521096390995
53,16,88,101,0.497244639754503
54,16,87,101,0.449577397534568
55,16,87,102,0.495429679527749
56,16,90,102,0.665810715840125
59,16,59,16,1.16779041190422
61,16,61,16,1.16933746729014
62,16,61,17,1.09117581715342
63,16,59,18,0.922866523453078
64,16,59,17,0.861824421441576
65,16,59,16,0.796912698762371
27,17,33,241,0.243572202402884
28,17,47,258,0.235827317579046
29,17,49,256,0.239719432436359
30,17,50,260,0.257714756413072
31,17,50,255,0.262885951912632
32,17,50,239,0.369356220138843
33,17,50,240,0.391549435710408
34,17,54,241,0.334820399858565
35,17,55,240,0.370657712210743
36,17,56,240,0.431649705960072
37,17,52,234,0.496507956802741
38,17,55,234,0.524359904284252
39,17,54,232,0.557401513970127
40,17,85,259,0.502667683373363
41,17,85,258,0.527401173759713
42,17,86,258,0.544719123174591
43,17,75,226,0.633465960803872
44,17,88,256,0.603143293154385
45,17,87,257,0.603153190146774
46,17,82,257,0.621147940920286
47,17,75,223,0.660508553686358
48,17,86,256,0.612021148641696
49,17,71,132,0.645552072891182
50,17,72,132,0.641615917545339
51,17,110,251,0.642363543036096
52,17,110,251,0.658570086144652
53,17,74,109,0.55759496256111
54,17,73,107,0.513929024042259
55,17,87,100,0.438439141601376
56,17,87,101,0.461718174633139
59,17,59,17,1.17782999840914
60,17,59,18,1.1496445916294
61,17,60,20,0.958102507699431
62,17,61,16,1.0430732930934
63,17,59,17,0.924313311302225
64,17,62,18,0.950768602997013
